Date,Coal.Australia,Coal.SA,Fuel.Index,Coal.Producer.Index,IronOre,CrudeOil.Index,Metal.Index,NonFuel.Index,Commodity.Index,CCI,Year,Month,Seasonally Adjusted,Trend/Seasonal Adjusted
1992-01-01,39.5,31.0,23.71,93.6,33.1,40.23,35.59,48.4,50.72,99.3652,1992,1,29.5338079622281,
1992-02-01,39.5,31.0,23.83,93.8,33.1,41.09,37.12,48.71,50.72,99.46713,1992,2,30.833867486037626,
1992-03-01,39.5,31.0,23.79,93.6,33.1,41.17,37.41,48.74,50.75,99.6266,1992,3,32.05331193048207,
1992-04-01,39.5,31.0,25.24,94.1,33.1,44.09,38.0,48.45,51.17,99.72688,1992,4,31.952833535420343,
1992-05-01,39.5,31.0,26.33,94.7,33.1,45.57,37.99,48.57,52.64,99.75301,1992,5,31.989037239124045,
1992-06-01,39.5,29.0,27.73,94.4,33.1,47.92,39.13499999999998,48.74,52.85,99.6883,1992,6,28.713311930482067,
1992-07-01,39.5,27.0,27.29,94.2,33.1,45.31,39.76,48.96,52.52,99.54182,1992,7,25.808822843180483,-2.8578438234861814
1992-08-01,39.5,27.0,27.0,94.2,33.1,43.65,39.66,48.74,52.58,99.37699,1992,8,26.585608557466198,-1.7477247758671304
1992-09-01,39.5,27.0,28.05,93.6,33.1,44.89,38.52,48.08,53.01,99.24114,1992,9,27.379834747942386,-0.620165252057614
1992-10-01,39.09375,27.0,28.02,93.9,33.1,45.26,35.75,46.58,52.5,99.20911,1992,10,27.44065320032334,-0.22601346634332486
1992-11-01,32.6425,27.0,26.4,93.7,33.1,44.15,34.52,46.53,50.37,99.34055,1992,11,27.127319866990007,-0.2060134663433253
1992-12-01,32.6425,27.0,25.28,94.1,33.1,41.83,35.44,46.85,50.41,99.48464,1992,12,26.58159070032334,-0.501742633009993
1993-01-01,32.6425,27.0,24.21,93.0,29.09,40.55,35.25,47.29,49.83,99.5479,1993,1,25.5338079622281,-1.4661920377719007
1993-02-01,31.0,27.0,24.77,93.4,29.09,43.04,32.6425,47.47,50.35,99.53298,1993,2,26.833867486037626,-0.16613251396237416
1993-03-01,31.0,27.0,25.74,93.2,29.09,43.42,33.88,47.52,51.75,99.49699,1993,3,28.05331193048207,1.0533119304820708
1993-04-01,31.0,27.0,25.89,92.9,29.09,42.29,32.34,47.8,52.01,99.44501,1993,4,27.952833535420343,0.9528335354203428
1993-05-01,31.0,27.0,25.37,92.7,29.09,41.56,31.6,48.66,52.12,99.32729,1993,5,27.989037239124045,0.9890372391240447
1993-06-01,31.0,27.0,24.35,93.1,29.09,39.91,32.17,48.13,50.7,99.18772,1993,6,26.713311930482067,-0.2658547361846004
1993-07-01,31.0,27.0,23.23,92.9,29.09,38.14,32.8,49.72,50.61,99.07281,1993,7,25.808822843180483,-1.1495104901528492
1993-08-01,31.0,27.0,23.66,93.1,29.09,37.97,32.32,49.4,50.43,99.03703,1993,8,26.585608557466198,-0.37272477586713393
1993-09-01,31.0,27.0,23.04,93.2,29.09,36.11,30.98,48.92,49.47,99.07306,1993,9,27.379834747942386,0.4215014146090539
1993-10-01,31.0,27.0,23.36,94.4,29.09,37.83,29.68,48.61,49.52,99.17727,1993,10,27.44065320032334,0.4823198669900073
1993-11-01,31.0,27.0,22.27,94.1,29.09,35.18,29.12,49.17,48.81,99.35304,1993,11,27.127319866990007,0.1689865336566747
1993-12-01,31.0,28.0,27.664999999999996,94.0,29.09,31.29,30.6,50.39,50.60749999999999,99.64664,1993,12,26.08159070032334,-0.939242633009993
1994-01-01,31.0,27.0,21.13,93.8,26.47,33.44,31.91,50.86,49.87,99.94802,1994,1,25.5338079622281,-1.6120253711052328
1994-02-01,31.0,27.0,21.19,92.5,26.47,32.12,33.48,51.46,50.69,100.1311,1994,2,26.833867486037626,-0.4369658472957063
1994-03-01,29.5,27.0,20.29,92.6,26.47,31.64,33.78,51.48,50.3,100.2321,1994,3,28.05331193048207,0.6366452638154065
1994-04-01,29.5,27.0,21.63,93.0,26.47,34.97,33.38,51.51,50.99,100.335,1994,4,27.952833535420343,0.29658353542034277
1994-05-01,32.6425,27.0,22.84,93.2,26.47,37.64,35.64,53.43,52.4,100.4502,1994,5,27.989037239124045,0.03070390579070903
1994-06-01,33.6,28.5,23.87,92.0,26.47,39.14,37.83,54.78,53.31,100.5572,1994,6,28.213311930482067,-0.12002140285126828
1994-07-01,33.1,28.5,24.72,92.1,26.47,40.14,39.43,56.9,54.59,100.6496,1994,7,27.308822843180483,-1.5453438234861814
1994-08-01,33.1,28.5,23.41,92.7,26.47,37.84,38.52,56.82,53.54,100.7597,1994,8,28.085608557466198,-1.3727247758671375
1994-09-01,33.1,29.0,22.35,94.3,26.47,35.72,40.75,58.51,53.6,100.8504,1994,9,29.379834747942386,-0.713915252057614
1994-10-01,33.1,29.224999999999994,22.7,93.8875,26.47,36.16,42.85,57.83,54.17,100.9067,1994,10,31.19065320032334,0.44065320032333943
1994-11-01,33.1,30.5,23.46,94.9,26.47,37.91,47.11,59.24,54.27,100.9206,1994,11,30.627319866990007,-0.7893467996766574
1994-12-01,36.1,32.0,22.56,92.0,26.47,36.03,48.11,59.91,55.3,100.9206,1994,12,31.58159070032334,-0.4346592996766603
1995-01-01,37.1,29.818749999999994,23.41,90.0875,28.38,37.31,51.23,61.05,55.97,99.8611875,1995,1,32.533807962228096,-0.06744203777189739
1995-02-01,37.6,34.5,24.08,91.3,28.38,38.27,48.01,60.64,56.35,100.7601,1995,2,34.333867486037626,1.113867486037627
1995-03-01,38.35,34.75,23.99,93.7,28.38,36.64,46.51,60.17,56.95,100.6039,1995,3,35.80331193048207,1.994561930482071
1995-04-01,37.1,32.6425,25.46,92.6,28.38,38.6,47.03,59.93,57.48,100.5203,1995,4,35.95283353542034,1.647000202087007
1995-05-01,38.77,32.6425,25.33,90.4,28.38,38.35,45.19,59.23,56.73,100.5045,1995,5,35.989037239124045,1.2427872391240413
1995-06-01,40.77,34.89,24.27,90.7,28.38,35.95,46.81,59.71,56.07,100.578,1995,6,34.60331193048207,-0.5004380695179336
1995-07-01,41.05,36.15,22.71,92.5,28.38,33.43,48.51,60.99,55.56,100.6453,1995,7,34.95882284318048,-0.30159382348619346
1995-08-01,40.88,37.321250000000006,23.27,91.8,28.38,35.39,48.8,60.47,55.75,100.6356,1995,8,35.2856085574662,0.00435855746619751
1995-09-01,40.93,35.93,23.74,91.7,28.38,36.63,46.27,59.5,55.76,100.528,1995,9,36.30983474794239,1.1152514146090553
1995-10-01,40.97,35.75,23.15,93.0,28.38,35.01,44.58,59.78,55.64,100.4435,1995,10,36.19065320032334,1.1277365336566731
1995-11-01,39.59,36.07,24.1,91.4,28.38,36.47,45.5,60.42,56.5,100.3925,1995,11,36.19731986699001,1.2614865336566723
1995-12-01,39.35,35.01,26.16,91.3,28.38,39.14,45.1,59.89,57.32624999999999,100.3845,1995,12,34.59159070032334,-0.16882596634333424
1996-01-01,39.37,34.75,26.39,89.9,32.6425,39.28,42.8,59.19,58.71,100.3847,1996,1,33.283807962228096,-1.2041087044385677
1996-02-01,39.28,34.25,28.21,91.9,32.6425,39.08,42.63,59.99,60.53,100.4012,1996,2,34.083867486037626,-0.08238251396237928
1996-03-01,39.01,32.92,28.07,92.2,32.6425,43.12,43.03,60.09,60.49,100.4413,1996,3,33.97331193048207,0.06622859714873641
1996-04-01,39.33,33.67,28.72,91.1,32.6425,46.37,42.9,61.74,61.41,100.4163,1996,4,34.62283353542034,0.8845002020870112
1996-05-01,38.2,33.28,26.83,93.1,32.6425,42.87,43.23,62.53,60.7,100.3682,1996,5,34.269037239124046,0.6736205724573807
1996-06-01,38.2,32.4,26.57,91.7,32.6425,41.7,39.22,60.21,59.06,100.3793,1996,6,32.11331193048207,-1.4029380695179299
1996-07-01,38.4,32.1,27.7,90.5,32.6425,43.72,37.76,59.08,59.73,100.4236,1996,7,30.908822843180484,-2.6011771568195137
1996-08-01,38.35,32.03,28.03,92.6,32.6425,44.89,37.91,58.73,59.51,100.4719,1996,8,31.6156085574662,-1.868141442533794
1996-09-01,38.1,33.38,29.71,90.9,32.6425,49.56,36.94,57.26,58.99,100.5072,1996,9,33.75983474794239,0.2748347479423927
1996-10-01,37.6,34.25,31.91,90.5,32.6425,52.76,36.01,55.58,59.77,100.5411,1996,10,34.69065320032334,1.2139865336566729
1996-11-01,37.321250000000006,34.14,31.41,91.3,32.6425,49.66,38.81,56.36,60.48,100.5522,1996,11,34.26731986699001,0.8502365336566768
1996-12-01,37.321250000000006,35.04,33.75,90.7,32.6425,52.99,39.43,56.24,61.33500000000001,100.5339,1996,12,34.62159070032334,1.2407573669900103
1997-01-01,35.23,34.57,29.79875,92.9,30.15,49.63374999999999,41.51,58.16,62.32,100.5587,1997,1,33.103807962228096,-0.2374420377719062
1997-02-01,34.6,33.8,28.17,91.3,30.15,48.07,41.81,59.19,59.4,100.6366,1997,2,33.63386748603762,0.3688674860376224
1997-03-01,34.5,33.4,26.54,92.8,30.15,45.69,42.75,60.68,58.59,100.7332,1997,3,34.453311930482066,1.3758119304820653
1997-04-01,35.4,32.99,25.17,93.8875,30.15,42.52,41.43,59.89,56.75,100.8399,1997,4,33.94283353542034,1.2299168687536763
1997-05-01,35.73,32.53,27.03,91.7,30.15,45.59,43.02,60.47,58.14,100.9575,1997,5,33.519037239124046,1.2936205724573782
1997-06-01,34.5,32.28,25.38,92.6,30.15,42.04,42.72,58.9,55.79,101.0726,1997,6,31.99331193048207,0.3403952638154024
1997-07-01,32.6425,31.27,25.78,91.5,30.15,43.43,42.42,57.12,55.24,101.1558,1997,7,30.078822843180482,-0.9757604901528509
1997-08-01,36.93,31.03,26.61,91.6,30.15,45.01,43.06,56.71,55.49,101.1712,1997,8,30.6156085574662,0.14894189079953435
1997-09-01,37.15,29.88,27.08,91.9,30.15,44.67,41.01,55.65,55.53,101.1704,1997,9,30.259834747942385,0.3640014146090529
1997-10-01,37.15,29.0,28.78,91.3,30.15,47.63,39.95,54.56,56.23,101.1547,1997,10,29.44065320032334,0.057319866990006574
1997-11-01,33.6,27.69,27.58,91.0,30.15,45.23,38.84,54.27,55.11,101.1458,1997,11,27.817319866990008,-1.1268467996766596
1997-12-01,32.6425,27.75,24.43,93.2,30.15,41.28,38.771249999999995,53.17,53.85,101.1401,1997,12,27.33159070032334,-1.2021592996766621
1998-01-01,32.6425,27.5,21.89,88.2,31.0,36.33,35.94,51.89,50.93,101.211,1998,1,26.0338079622281,-2.0970253711052322
1998-02-01,33.44,26.76,21.16,90.2,31.0,34.03,35.42,52.48,50.35,101.2931,1998,2,26.593867486037627,-1.1432158472957035
1998-03-01,31.88,26.74,20.05,89.7,31.0,31.9,35.58,51.64,49.65,101.3103,1998,3,27.79331193048207,0.39706193048207084
1998-04-01,31.18,30.550000000000008,20.61,90.7,31.0,32.29,35.73,51.91,50.7,101.2926,1998,4,28.302833535420344,1.172000202087009
1998-05-01,30.28,27.63,20.74,90.2,31.0,33.69,34.51,50.52,50.51,101.2311,1998,5,28.619037239124044,1.6511205724573763
1998-06-01,32.6425,27.33,19.1,90.2,31.0,30.36,33.14,48.58,48.34,101.1555,1998,6,27.043311930482066,0.16039526381539915
1998-07-01,32.6425,26.55,19.27,89.9,31.0,31.0,33.1,48.07,47.4,101.0957,1998,7,25.358822843180484,-1.4386771568195158
1998-08-01,26.2,26.3,18.43,87.6,31.0,30.54,32.85,47.12,45.96,101.0236,1998,8,25.8856085574662,-0.8543914425337995
1998-09-01,27.09,26.43,20.07,87.3,30.0,32.8,33.29,47.42,46.76,100.9637,1998,9,26.809834747942386,0.15608474794238703
1998-10-01,25.5296875,26.08,19.25,88.8,31.0,30.6,32.28,47.33,46.44,100.9768,1998,10,26.520653200323338,0.03315320032334057
1998-11-01,26.1,26.7,17.99,89.6,31.0,27.71,32.26,47.86,45.83,101.0953,1998,11,26.827319866990006,0.5431532003233421
1998-12-01,26.1,26.7,17.367500000000007,91.4,31.0,27.703750000000003,31.06,46.82,43.59,101.2245,1998,12,26.28159070032334,0.19159070032334213
1999-01-01,26.1,28.0,17.14,85.5,27.59,26.14,30.1,46.44,44.43,101.3879,1999,1,25.0338079622281,-0.8541087044385662
1999-02-01,26.1,26.38,16.28,89.2,27.59,25.24,29.93,44.77,42.67,101.4997,1999,2,26.213867486037625,0.5730341527042917
1999-03-01,26.1,25.05,18.86,89.3,27.59,30.59,29.87,43.89,43.64,101.4998,1999,3,26.10331193048207,0.7578952638154064
1999-04-01,26.1,25.05,22.18,89.9,27.59,37.66,31.53,43.86,46.34,101.4697,1999,4,26.002833535420343,0.9703335354203446
1999-05-01,26.1,25.05,22.54,87.8,27.59,38.77,32.51,44.18,47.2,101.4675,1999,5,26.039037239124045,1.2890372391240454
1999-06-01,26.1,25.25,22.97,88.2,27.59,39.31,31.73,43.64,46.68,101.4803,1999,6,24.963311930482067,0.5183119304820671
1999-07-01,26.1,23.78,25.81,86.9,27.59,45.41,34.25,43.34,48.2,101.4849,1999,7,22.588822843180484,-1.5295104901528482
1999-08-01,26.1,23.14,27.86,86.9,27.59,48.05,35.02,44.34,50.45,101.4975,1999,8,22.7256085574662,-1.122724775867134
1999-09-01,26.1,22.5,30.21,85.9,27.59,52.73,36.64,45.31,52.45,101.5425,1999,9,22.879834747942386,-0.8264152520576111
1999-10-01,26.7875,22.5,29.77,86.0,27.59,51.8,36.31,45.05,53.2,101.6031,1999,10,22.94065320032334,-0.7339301330099914
1999-11-01,25.5296875,23.5,31.68,86.1,27.59,57.07,36.56,45.06,53.97,100.67765,1999,11,23.627319866990007,-0.08434679967665915
1999-12-01,25.5296875,22.58,32.77,85.4,27.59,59.06,37.86,45.45,54.7,100.5724625,1999,12,22.161590700323337,-1.6646592996766607
2000-01-01,25.5296875,22.78,33.45,85.3,28.79,59.62,40.05,46.47,56.26,101.9384,2000,1,21.3138079622281,-2.7195253711052345
2000-02-01,25.5296875,23.62,35.85,84.7,28.79,65.42,40.0,46.56,58.73,101.97,2000,2,23.453867486037627,-0.8744658472957063
2000-03-01,25.5296875,24.4,36.37,84.8,28.79,66.34,38.79,45.8,59.18,101.9423,2000,3,25.45331193048207,0.7766452638154036
2000-04-01,25.5296875,24.94,32.48,85.9,28.79,56.79,36.8,45.44,57.16,101.9353,2000,4,25.892833535420344,0.7920002020870136
2000-05-01,26.7875,26.05,37.12,86.1,28.79,67.35,37.67,45.64,60.1,101.9256,2000,5,27.039037239124045,1.590287239124045
2000-06-01,26.7875,27.0,40.69,85.1,28.79,72.15,37.29,45.01,62.02,101.8846,2000,6,26.713311930482067,0.6483119304820661
2000-07-01,26.7875,27.0,38.92,85.6,28.79,68.97,38.18,44.56,60.55,101.8643,2000,7,25.808822843180483,-1.2682604901528514
2000-08-01,26.7875,27.0,40.69,83.3,28.79,72.87,38.05,44.4,61.45,101.803,2000,8,26.585608557466198,-1.4456414425338018
2000-09-01,27.15,27.0,44.65,83.5,28.79,80.36,39.85,44.7,64.28,101.6832,2000,9,27.379834747942386,-1.5609985853909443
2000-10-01,27.15,28.18,44.02,83.6,28.79,79.17,37.68,44.1,63.57,102.6986,2000,10,28.62065320032334,-1.2239301330099934
2000-11-01,27.15,26.17,45.75,84.1,28.79,81.7,36.62,43.52,64.65,102.5235625,2000,11,26.29731986699001,-4.351013466343325
2000-12-01,29.224999999999994,29.2925,42.76,85.1,28.79,63.26,38.01,44.47,65.16,102.2377625,2000,12,34.28159070032334,2.9478407003233436
2001-01-01,32.1,34.95,42.71,86.69999999999999,30.03,64.56,38.3,44.64,64.68,101.0256,2001,1,33.4838079622281,1.5208912955614338
2001-02-01,32.1,34.35,40.72,90.1,30.03,68.24,37.87,43.91,61.74,100.878,2001,2,34.18386748603763,1.616784152704298
2001-03-01,32.6,35.5,43.62875,89.5,30.03,63.4,36.38,43.09,59.8,100.8036,2001,3,36.55331193048207,3.4358119304820747
2001-04-01,33.5,35.53,32.6425,90.9,30.03,65.63,35.82,42.45,60.16,100.7595,2001,4,36.48283353542034,2.9107502020870086
2001-05-01,33.8,34.75,39.14,93.8,30.03,70.74,36.63,43.04,60.75,100.7321,2001,5,35.739037239124045,1.7427872391240484
2001-06-01,33.9,34.75,37.86,89.6,30.03,69.92,35.1,42.57,59.19,100.6905,2001,6,34.46331193048207,0.42206193048208007
2001-07-01,29.818749999999994,34.35,34.45,92.8,30.03,64.28,33.69,43.39,56.67,100.5859,2001,7,33.15882284318048,-0.4865938234861815
2001-08-01,33.8,34.15,37.321250000000006,92.0,30.03,65.64,32.67,43.02,56.84,100.3938,2001,8,33.73560855746619,0.5339418907995253
2001-09-01,32.8,33.06,33.6,92.1,30.03,63.12,31.8,41.72,54.68,100.1531,2001,9,33.43983474794239,0.761084747942391
2001-10-01,32.4,33.03,29.05,92.9,30.03,52.57,30.65,39.89,51.0,100.0358,2001,10,33.47065320032334,1.4523198669900097
2001-11-01,30.550000000000008,31.5,26.56,95.4,30.03,52.771250000000016,31.62,40.97,48.73,100.0915,2001,11,31.627319866990007,0.34648653365667315
2001-12-01,30.550000000000008,30.45,26.31,92.5,30.03,52.897031250000026,32.08,41.28,48.44,100.2684,2001,12,30.03159070032334,-0.442159299676657
2002-01-01,30.550000000000008,29.7,29.54375000000001,95.3,29.31,54.065000000000005,32.82,41.6,50.60749999999999,100.4445,2002,1,28.2338079622281,-1.3236920377718988
2002-02-01,28.1,28.95,29.54375000000001,94.5,29.31,54.065000000000005,33.04,41.68,50.0,100.5916,2002,2,28.783867486037625,0.2480341527042924
2002-03-01,27.8,28.35,32.38,94.6,29.31,61.34,33.98,42.6,54.37,100.7212,2002,3,29.403311930482072,1.8208119304820727
2002-04-01,27.09,26.83,34.69,94.4,29.31,65.64,33.63,42.57,56.05,100.7676,2002,4,27.78283353542034,0.8528335354203449
2002-05-01,26.88,25.75,35.04,94.4,29.31,65.23,33.17,42.87,56.17,100.7572,2002,5,26.739037239124045,0.23403723912404928
2002-06-01,24.9,24.38,33.37,93.7,29.31,61.09,33.7,44.17,55.13,100.6438,2002,6,24.093311930482066,-2.0771047361845945
2002-07-01,23.15,22.73,34.39,93.9,29.31,62.78,33.28,45.11,56.64,100.487,2002,7,21.538822843180483,-4.392010490152845
2002-08-01,22.25,21.25,35.6,93.4,29.31,65.72,31.83,45.16,56.91,100.3421,2002,8,20.835608557466198,-4.920641442533796
2002-09-01,22.7,23.08,37.9,92.8,29.31,69.38,31.95,46.23,59.14,100.2023,2002,9,23.459834747942384,-2.106831918724282
2002-10-01,24.5,30.550000000000008,38.01,93.4,29.31,67.74,32.17,46.39,60.34,100.0409,2002,10,27.79065320032334,2.4573198669900123
2002-11-01,24.5,26.98,34.74,93.6,29.31,60.4,33.66,46.31,58.28,99.92973,2002,11,27.107319866990007,1.9864865336566773
2002-12-01,24.5,26.94,39.24,93.1,29.31,67.45,33.78,46.95,61.61,99.80294,2002,12,26.52159070032334,1.3895073669900064
2003-01-01,24.9,27.46,43.34,93.2,31.95,72.89,34.72,47.56,65.61,99.62698,2003,1,25.9938079622281,0.48089129556143106
2003-02-01,25.15,27.0,47.12875,93.4,31.95,77.81,35.71,47.99,70.73,99.48821,2003,2,26.833867486037626,0.666367486037629
2003-03-01,24.4,25.75,43.67,93.7,31.95,71.81,35.09,47.35,66.24,99.49697,2003,3,26.80331193048207,-0.19752140285126174
2003-04-01,23.45,23.83,37.78,94.8,31.95,60.68,33.76,46.49,62.2,99.72215,2003,4,24.78283353542034,-3.067999797912993
2003-05-01,23.3,23.65,39.04,94.6,31.95,60.03,35.12,46.75,63.33,99.96192,2003,5,24.639037239124043,-4.109712760875951
2003-06-01,24.1,26.75,40.98,94.4,31.95,63.94,35.69,46.68,64.6,100.101,2003,6,26.463311930482067,-3.2837714028512615
2003-07-01,24.35,29.5,40.7,94.0,31.95,66.28,36.21,46.45,63.58,100.1598,2003,7,28.308822843180483,-2.502427156819511
2003-08-01,25.33,30.19,41.82,94.1,31.95,69.46,36.9,47.29,64.72,100.1605,2003,8,29.7756085574662,-2.2456414425337954
2003-09-01,26.7,34.14,38.43,94.7,31.95,62.54,36.8,48.26,64.73,100.1771,2003,9,34.51983474794239,1.1652514146090596
2003-10-01,27.5,36.69,40.73,93.8875,31.95,65.68,38.83,50.76,67.7,100.2517,2003,10,37.13065320032334,2.1023198669900083
2003-11-01,29.91,39.19,40.83,95.2,31.95,65.81,40.4,52.09,67.64,100.3851,2003,11,39.317319866990005,2.1085698669900097
2003-12-01,29.818749999999994,38.69,44.06,95.8,31.95,66.16,39.78750000000001,51.113749999999996,70.8,100.5184,2003,12,38.27159070032334,-1.6334092996766572
2004-01-01,43.62875,41.25,45.64,99.8,37.9,68.05,47.31500000000001,54.99,73.38,100.6503,2004,1,39.783807962228096,-3.2378587044385654
2004-02-01,43.62875,42.25,44.87,100.9,37.9,67.85,48.75,56.74,73.12,100.6397,2004,2,42.083867486037626,-3.9561325139623733
2004-03-01,48.94,42.5,47.72,101.3,37.9,74.06,49.26,56.962500000000006,75.89,100.6041,2004,3,43.55331193048207,-4.999188069517928
2004-04-01,53.25,47.25,48.42,103.1,37.9,74.83,49.42,56.962500000000006,76.89,100.5695,2004,4,48.20283353542034,-2.4271664645796562
2004-05-01,56.44,52.56,53.51,103.5,37.9,83.74,46.47,56.5,80.03,100.5443,2004,5,53.54903723912405,1.0623705724573824
2004-06-01,59.55,62.55,51.46,103.8,37.9,78.65,47.8,56.1,78.5,100.5874,2004,6,62.26331193048207,8.228311930482072
2004-07-01,61.38,68.5,53.75,104.4,37.9,83.3,49.34,55.94,79.79,100.6494,2004,7,67.30882284318048,12.200072843180479
2004-08-01,59.25,63.63,57.47,104.6,37.9,93.07,48.79,55.35,81.09,100.6618,2004,8,63.2156085574662,7.500608557466201
2004-09-01,55.38,61.0,56.49,106.5,37.9,91.88,49.28,55.4,80.72,100.6393,2004,9,61.37983474794239,5.365668081275722
2004-10-01,56.63,59.69,64.09,107.3,37.9,102.44,51.65,55.7,86.51,100.6337,2004,10,60.13065320032334,4.041486533656673
2004-11-01,52.83,60.75,58.46,107.2,37.9,90.04,52.1,55.95,83.85,100.676,2004,11,60.87731986699001,5.108153200323343
2004-12-01,52.25,54.29,55.82,107.1,37.9,82.11,51.175,56.22,82.7,99.73305000000002,2004,12,53.87159070032334,-1.0600759663433195
2005-01-01,53.05,51.42,59.72,118.51093750000004,65.0,91.41,56.4,57.71,85.7,100.8099,2005,1,49.9538079622281,-3.7024420377719025
2005-02-01,49.9,46.63,61.56,118.23750000000001,65.0,94.73,57.94,59.37,87.74,100.7875,2005,2,46.46386748603763,-5.887382513962365
2005-03-01,50.93,45.3,69.25,117.8,65.0,108.14,60.22,62.3,94.68,100.6745,2005,3,46.353311930482064,-4.810438069517936
2005-04-01,51.25,46.25,63.863749999999996,119.1,65.0,108.67,59.05,61.13,94.3,100.5531,2005,4,47.20283353542034,-2.6771664645796633
2005-05-01,51.31,45.88,65.48,118.8,65.0,103.67,56.65,60.28,91.81,100.5103,2005,5,46.86903723912405,-1.381379427542619
2005-06-01,51.0,49.13,72.9,118.6,65.0,119.08,57.62,60.27,95.73,100.5475,2005,6,48.84331193048207,2.091228597148742
2005-07-01,50.9,51.31,76.41,118.8,65.0,126.04,57.77,60.16,98.12,100.4989,2005,7,50.11882284318048,4.2021561765138244
2005-08-01,49.13,49.5,84.94,118.8,65.0,136.7,60.14,60.35,104.01,100.2851,2005,8,49.085608557466195,3.3351918907995284
2005-09-01,45.25,46.63,88.81,119.0,65.0,136.43,60.04,60.78,107.88,100.0288,2005,9,47.00983474794239,0.7606680812757318
2005-10-01,42.46,43.25,86.14,119.5,65.0,130.48,61.68,61.95,107.44,99.99939,2005,10,43.69065320032334,-3.301430133009994
2005-11-01,38.06,39.13499999999998,78.63,119.39999999999998,65.0,125.09,64.36,62.47,101.49,100.2158,2005,11,38.207319866990005,-9.332680133009987
2005-12-01,38.23,41.0,83.26,120.0,65.0,127.72,63.863749999999996,63.730000000000004,106.44,100.5095,2005,12,40.58159070032334,-7.282159299676657
2006-01-01,43.19,44.66,84.74,126.1,67.2,139.48,73.13,67.25,108.2,100.7004,2006,1,43.19380796222809,-4.820775371105235
2006-02-01,47.7,49.4,80.51,126.2,65.2,134.83,75.58,69.43,106.4,100.7318,2006,2,49.233867486037624,1.0334508193709553
2006-03-01,49.75,54.5,81.15,127.0,66.7,137.27,76.35,69.02,107.09,100.6908,2006,3,55.55331193048207,7.094145263815406
2006-04-01,52.88,54.88,89.22,127.4,67.3,151.89,87.8,72.9,115.93,100.5909,2006,4,55.83283353542034,7.037000202087015
2006-05-01,52.6,50.4,88.81,127.5,67.3,149.63,101.27,78.59,120.1,100.4382,2006,5,51.38903723912404,1.9232039057907144
